Source,SubType,ID,AuthorUserName,AuthorDisplayName,AuthorId,Created,Message,ContentType,PhotoUrl,ContextUrl,Links,AuthorFollowerCount,PostImpressions(Organic),PostProjectedImpressions,SocialValue,PostReach,VideoViews,TotalPublicEngagements,LikeCount,Comments,Shares/Retweets,TotalEngagementsAndInteractions,TotalInteractions,EngagementRate,FollowerInteractionRate,EngagementAndInteractionRate,TWAuthorIsVerified,TWRetweetCount,TWReplyCount,TWEngagement,TWQuoteTweets,TWEngagementAndInteractions,TWAuthorCreated,FBPageLikeCount,FBCommentCount,FBShareCount,FBLikeCount,FBAngryCount,FBHahaCount,FBLoveCount,FBSadCount,FBWowCount,FBPaidImpressions,FBPaidReach,FBOrganicImpressions,FBOrganicReach,FBPostClicks,FBEngagement,FBEngagementAndInteractions,IGStoryTapsForward,IGStoryTapsBack,IGStoryExits,IGCommentCount,IGTotalEngagements,IGStoryReplies,IGSaveCount,TikTokEngagements,AvgConcurrentViewers,FollowersGained,PeakViewers,PeakViewerTime,StreamDuration,TotalLiveViews,VODViews,HoursWatched,Status,Tags,Campaign,Language,VideoViewsUS,PublicityValue,NumHouseholds,CountryFIPS,ProvinceFIPS,EmailAddress,OAuthedSource 
Twitter,Twitter_Tweet,1.61869E+18,dallasmavs,Dallas Mavericks,22185437,44952.79196,"#NBARivalsWeek in The Valley.

🆚 @Suns 
⌚️ 9PM CT - LATE TIP-OFF! 
📺 @NBAonTNT 
📻 97.1 FM and 99.1 FM https://t.co/8rOMaqkMcL",Photo,https://pbs.twimg.com/media/Fna5sMqWIAkxpnG.jpg,https://twitter.com/dallasmavs/statuses/1618685306022010881,https://twitter.com/dallasmavs/status/1618685306022010881/photo/1,2193138,29727,,436,,,180,152,8,20,509,329,0.0061,0,0.01712,TRUE,20,8,180,3,509,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61866E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,44952.70866,"Need some new Mavs swag in your wardrobe? 

Check out this cozy camo set from Mitchell &amp; Ness!  #MFFL 

🛍: https://t.co/D775dLTBp4 https://t.co/HHC9y55lsx",Photo,https://pbs.twimg.com/media/FnaeOQmWYAAKzdK.jpg,https://twitter.com/dallasmavsshop/statuses/1618655118832050177,"https://twitter.com/i/web/status/1618655118832050177,https://mavs.tbits.me/trk/7jiY,https://twitter.com/dallasmavsshop/status/1618655118832050177/photo/1",5800,1204,1204,8,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61844E+18,dallasmavs,Dallas Mavericks,22185437,44952.12683,"Late one in Phoenix!

Tune in tomorrow at 9PM CT on @NBAonTNT as we battle the @Suns!

#MFFL https://t.co/hTqG0gnIpD",Photo,https://pbs.twimg.com/media/FnXefNBWQAMweDp.jpg,https://twitter.com/dallasmavs/statuses/1618444271874641921,https://twitter.com/dallasmavs/status/1618444271874641921/photo/1,2192807,34529,,461,,,176,148,15,13,541,365,0.0051,0,0.01567,TRUE,13,15,176,7,541,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61839E+18,dallasmavs,Dallas Mavericks,22185437,44951.97997,".@Kroger will be donating $20 to the Mavs Foundation for each assist the Mavs tally at home 🤝

Assist count: 572 🔥

#MFFL https://t.co/QrvEMLrYUV",Video,,https://twitter.com/dallasmavs/statuses/1618391050929700869,"https://twitter.com/i/web/status/1618391050929700869,https://twitter.com/dallasmavs/status/1618391050929700869/video/1",2192727,28105,,746,,6239,90,77,3,10,374,284,0.0032,0,0.01331,TRUE,10,3,90,1,374,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Reply,1.61837E+18,dallasmavs,Dallas Mavericks,22185437,44951.92977,https://t.co/JGtFYN4xWW,Photo,https://pbs.twimg.com/media/FnWdhqMWIAEUxpn.jpg,https://twitter.com/dallasmavs/statuses/1618372859700842507,https://twitter.com/dallasmavs/status/1618372859700842507/photo/1,2192665,24243,,272,,,85,78,1,6,570,485,0.0035,0,0.02351,TRUE,6,1,85,0,570,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Reply,1.61837E+18,dallasmavs,Dallas Mavericks,22185437,44951.92969,https://t.co/E66FD1ju65,Photo,https://pbs.twimg.com/media/FnWdfeeX0AAPdUR.jpg,https://twitter.com/dallasmavs/statuses/1618372831515119622,https://twitter.com/dallasmavs/status/1618372831515119622/photo/1,2192665,26320,,295,,,92,86,1,5,639,547,0.0035,0,0.02428,TRUE,5,1,92,0,639,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61837E+18,dallasmavs,Dallas Mavericks,22185437,44951.92957,"Wheels up to Phoenix 🌵 

#MFFL https://t.co/KDvmdN7MRf",Photo,https://pbs.twimg.com/media/FnWdcJ7XoAApe6S.jpg,https://twitter.com/dallasmavs/statuses/1618372788091490309,https://twitter.com/dallasmavs/status/1618372788091490309/photo/1,2192665,77905,,1311,,,598,550,14,34,3442,2844,0.0077,0,0.04418,TRUE,34,14,598,16,3442,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Retweet,1.61835E+18,dallasmavs,Dallas Mavericks,22185437,44951.87751,"RT @MavsGG: Tune in tomorrow for the 2023 @NBA2KLeague Draft and see who's next to join the squad! #MavsGG

🗓️ Thursday, January 26
🕖 7:00…",Photo,https://pbs.twimg.com/media/FnRBAIjX0AMixqj.jpg,https://twitter.com/dallasmavs/statuses/1618353921885614080,"https://twitter.com/i/web/status/1618254865309863936,https://www.twitch.tv/nba2kleague,https://www.youtube.com/nba2kleague,https://twitter.com/MavsGG/status/1618254865309863936/photo/1",2192655,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Reply,1.61834E+18,dallasmavs,Dallas Mavericks,22185437,44951.83477,https://t.co/S4CjzOviN9,Photo,https://pbs.twimg.com/media/FnV-OZ9WIBkKSNu.jpg,https://twitter.com/dallasmavs/statuses/1618338433684082689,https://twitter.com/dallasmavs/status/1618338433684082689/photo/1,2192614,1125,,20,,,9,8,0,1,12,3,0.008,0,0.01067,TRUE,1,0,9,0,12,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61834E+18,dallasmavs,Dallas Mavericks,22185437,44951.8345,"Refresh your lock screen with @SDinwiddie_25 📲🚗

#WallpaperWednesday | #MFFL https://t.co/ghNZLzw5Ac",Photo,https://pbs.twimg.com/media/FnV-I69WAAEWGEZ.jpg,https://twitter.com/dallasmavs/statuses/1618338338464989184,https://twitter.com/dallasmavs/status/1618338338464989184/photo/1,2192614,2927,,67,,,35,29,2,4,122,87,0.012,0,0.04168,TRUE,4,2,35,1,122,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Dallas Mavs,Wallpaper Wed",,eng,,,,,,,
Twitter,Twitter_Tweet,1.61832E+18,MavsOffCourt,Mavs Off-Court,60173043,44951.77299,"Valentine's Day is just around the corner ❤️🌹

Make your loved one feel extra special by having Champ or MavsMan deliver their gift!

Schedule delivery a now at https://t.co/Wjljkmx93p https://t.co/kK5pFnxkGJ",Video,,https://twitter.com/MavsOffCourt/statuses/1618316042916495363,"https://twitter.com/i/web/status/1618316042916495363,http://mavs.com/mascots,https://twitter.com/MavsOffCourt/status/1618316042916495363/video/1",15368,3190,3190,56,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61831E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,44951.75017,"* Add To Cart * 🛒 😍 #MFFL

🛍: https://t.co/XneoSJ8uI5 https://t.co/7n5F8xiZSu",Photo,https://pbs.twimg.com/media/FnViUdYWYAkG0nK.jpg,https://twitter.com/dallasmavsshop/statuses/1618307777998512128,"https://mavs.tbits.me/trk/f5hY,https://twitter.com/dallasmavsshop/status/1618307777998512128/photo/1",5800,1204,1204,8,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61828E+18,MavsOffCourt,Mavs Off-Court,60173043,44951.67229,"📸: Photo dump from last night 

@AACenter // #MFFL https://t.co/SpGlfnNH1T",Photo,https://pbs.twimg.com/media/FnVIqthWQAM7mzC.jpg,https://twitter.com/MavsOffCourt/statuses/1618279552538796037,https://twitter.com/MavsOffCourt/status/1618279552538796037/photo/1,15368,3190,3190,21,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Reply,1.61826E+18,dallasmavs,Dallas Mavericks,22185437,44951.62659,https://t.co/kCy4Z1iD7S,Photo,https://pbs.twimg.com/media/FnU5gkXXEAEAkpW.jpg,https://twitter.com/dallasmavs/statuses/1618262990633185281,https://twitter.com/dallasmavs/status/1618262990633185281/photo/1,2192517,20949,,229,,,69,63,3,3,200,131,0.0033,0,0.00955,TRUE,3,3,69,0,200,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Reply,1.61826E+18,dallasmavs,Dallas Mavericks,22185437,44951.626,https://t.co/qOxR6lExzf,Photo,https://pbs.twimg.com/media/FnU5VvSWAAAlDTs.jpg,https://twitter.com/dallasmavs/statuses/1618262775868067846,https://twitter.com/dallasmavs/status/1618262775868067846/photo/1,2192516,23960,,265,,,81,75,3,3,221,140,0.0034,0,0.00922,TRUE,3,3,81,0,221,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61826E+18,dallasmavs,Dallas Mavericks,22185437,44951.62552,"📸 1.24.23

@TIAA | #MFFL https://t.co/akmyfjfI7D",Photo,https://pbs.twimg.com/media/FnU32uWWAAArm-s.jpg,https://twitter.com/dallasmavs/statuses/1618262602681036803,https://twitter.com/dallasmavs/status/1618262602681036803/photo/1,2192516,44291,,685,,,295,250,15,30,1067,772,0.0067,0,0.02409,TRUE,30,15,295,3,1067,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.6181E+18,dallasmavs,Dallas Mavericks,22185437,44951.17486,"Close one. Phoenix on Thursday.

@Chime | #MFFL https://t.co/7ZfayPxZIc",Photo,https://pbs.twimg.com/media/FnSkW0vXgAEOU2P.jpg,https://twitter.com/dallasmavs/statuses/1618099291318521860,https://twitter.com/dallasmavs/status/1618099291318521860/photo/1,2192314,209073,,3144,,,1328,1022,252,54,5993,4665,0.0064,0,0.02866,TRUE,54,252,1328,84,5993,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Chime,Chime Finanical,Dallas Mavs,Text Mention:Chime,Text Mention:Chime Finanical",,eng,,,,,,,
Twitter,Twitter_Tweet,1.6181E+18,dallasmavs,Dallas Mavericks,22185437,44951.16308,SP3NCE,Text,,https://twitter.com/dallasmavs/statuses/1618095019667386369,,2192302,44551,,515,,,168,139,19,10,951,783,0.0038,0,0.02135,TRUE,10,19,168,0,951,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Reply,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.16289,https://t.co/gSbBgrmcDh,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618094901475917824/pu/img/QaR762DFGs6v84Bj.jpg,https://twitter.com/dallasmavs/statuses/1618094953535778816,https://twitter.com/dallasmavs/status/1618094953535778816/video/1,2192302,31351,,3391,,31541,175,159,2,14,3887,3712,0.0056,0,0.12398,TRUE,14,2,175,3,3887,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.16003,Luka is THAT guy,Text,,https://twitter.com/dallasmavs/statuses/1618093918259929088,,2192296,116991,,2114,,,1006,889,44,73,2170,1164,0.0086,0,0.01855,TRUE,73,44,1006,11,2170,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,tgl,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.15282,Defense ➡️ offense https://t.co/HpZ35nyoO7,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618091253144371200/pu/img/7ZmcbFWbDBbgqouz.jpg,https://twitter.com/dallasmavs/statuses/1618091306299031552,https://twitter.com/dallasmavs/status/1618091306299031552/video/1,2192283,32585,,949,,7531,145,123,7,15,984,839,0.0045,0,0.0302,TRUE,15,7,145,3,984,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,deu,,,,,,,
Twitter,Twitter_Reply,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.14884,Make it 8-for-8 FOR 8️⃣,Text,,https://twitter.com/dallasmavs/statuses/1618089861348749313,,2192280,28445,,330,,,108,102,1,5,192,84,0.0038,0,0.00675,TRUE,5,1,108,0,192,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.14804,7-for-7 🎯 https://t.co/zHvTy72Gve,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618089473689980930/pu/img/AvyixIRiLLcndz7F.jpg,https://twitter.com/dallasmavs/statuses/1618089572868689921,https://twitter.com/dallasmavs/status/1618089572868689921/video/1,2192279,55732,,2076,,16539,312,277,14,21,2972,2660,0.0056,0,0.05333,TRUE,21,14,312,3,2972,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.14271,35 points for 77 through three quarters 🪄 #MFFL https://t.co/aKdMV6uyV7,Photo,https://pbs.twimg.com/media/FnSaINWXwAElyDo.jpg,https://twitter.com/dallasmavs/statuses/1618087640322146304,https://twitter.com/dallasmavs/status/1618087640322146304/photo/1,2192273,56213,,1253,,,659,573,35,51,1375,716,0.0117,0,0.02446,TRUE,51,35,659,12,1375,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,MavsOffCourt,Mavs Off-Court,60173043,44951.13722,"Congratulations to Mr. Cullins from the School for the Talented and Gifted at Yvonne A Ewell Townview Magnet Center! 

Enjoy our VIP courtside experience courtesy of @SmithThompsonTX https://t.co/ZJcXYhuf4k",Photo,https://pbs.twimg.com/media/FnSYUBOX0AEb84A.jpg,https://twitter.com/MavsOffCourt/statuses/1618085653119643651,"https://twitter.com/i/web/status/1618085653119643651,https://twitter.com/MavsOffCourt/status/1618085653119643651/photo/1",15371,3191,3191,21,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61809E+18,dallasmavs,Dallas Mavericks,22185437,44951.13603,Mr. Electricity 🔌 https://t.co/7evHVfe2Dd,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618085092735295490/pu/img/cvHsfIHhBKGzB-af.jpg,https://twitter.com/dallasmavs/statuses/1618085218174504960,https://twitter.com/dallasmavs/status/1618085218174504960/video/1,2192263,36560,,2927,,25821,255,213,13,29,3118,2863,0.007,0,0.08528,TRUE,29,13,255,1,3118,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61808E+18,dallasmavs,Dallas Mavericks,22185437,44951.129,Pullin' out all the moves 🔥 https://t.co/YOUQdKqgL5,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618082617789669376/pu/img/UIas9QA5Hpr7yShB.jpg,https://twitter.com/dallasmavs/statuses/1618082675054776320,https://twitter.com/dallasmavs/status/1618082675054776320/video/1,2192259,34537,,1612,,13480,195,169,7,19,1061,866,0.0057,0,0.03072,TRUE,19,7,195,4,1061,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61808E+18,dallasmavs,Dallas Mavericks,22185437,44951.11334,"We'll be right back.

@Lexus | #MFFL https://t.co/ylXHVHU8ib",Photo,https://pbs.twimg.com/media/FnSQa1XWAAQr_oA.jpg,https://twitter.com/dallasmavs/statuses/1618076997401579521,https://twitter.com/dallasmavs/status/1618076997401579521/photo/1,2192240,36713,,443,,,152,113,34,5,582,430,0.0041,0,0.01585,TRUE,5,34,152,7,582,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Dallas Mavs,Lexus",,isl,,,,,,,
Twitter,Twitter_Tweet,1.61808E+18,dallasmavs,Dallas Mavericks,22185437,44951.11007,Behind-the-back dime 👀 https://t.co/i1slvoTjgn,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618075728871886848/pu/img/cnDTmKfRZ-sN8XdT.jpg,https://twitter.com/dallasmavs/statuses/1618075809503379463,https://twitter.com/dallasmavs/status/1618075809503379463/video/1,2192235,33521,,1517,,12711,182,160,5,17,2085,1903,0.0054,0,0.0622,TRUE,17,5,182,3,2085,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61807E+18,dallasmavs,Dallas Mavericks,22185437,44951.10534,JG doin' a little bit of everything 💪 https://t.co/G82lDVOL7r,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618074014987042816/pu/img/h7t7x7o9IQWUDcmx.jpg,https://twitter.com/dallasmavs/statuses/1618074095844986880,https://twitter.com/dallasmavs/status/1618074095844986880/video/1,2192234,26259,,751,,5679,135,114,4,17,696,561,0.0051,0,0.02651,TRUE,17,4,135,1,696,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61807E+18,dallasmavs,Dallas Mavericks,22185437,44951.09392,🐂🔒 from the corner &gt;&gt;&gt; https://t.co/HEUAU7P3ke,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618069477890859008/pu/img/Af7fekwo19bzdWmb.jpg,https://twitter.com/dallasmavs/statuses/1618069960970088450,https://twitter.com/dallasmavs/status/1618069960970088450/video/1,2192231,27312,,1174,,10211,113,102,1,10,2252,2139,0.0041,0,0.08245,TRUE,10,1,113,0,2252,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61807E+18,dallasmavs,Dallas Mavericks,22185437,44951.08919,"Maverick for life. Welcome back to @AACenter, @kporzee💙🤍 

#MFFL https://t.co/wvzkyRLjfH",Video,https://pbs.twimg.com/media/FnSFj7uWAAESOdM.jpg,https://twitter.com/dallasmavs/statuses/1618068246871031809,https://twitter.com/dallasmavs/status/1618068246871031809/video/1,2192256,66157,,3471,,26184,631,548,14,69,5396,4765,0.0095,0,0.08156,TRUE,69,14,631,31,5396,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61807E+18,dallasmavs,Dallas Mavericks,22185437,44951.0876,This shot 🤯 https://t.co/W0ViPnz9oX,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618067619898167296/pu/img/VKdEcdqHCE4g1nVE.jpg,https://twitter.com/dallasmavs/statuses/1618067670083203074,https://twitter.com/dallasmavs/status/1618067670083203074/video/1,2192221,52047,,3489,,27651,536,464,6,66,3640,3104,0.0103,0,0.06994,TRUE,66,6,536,8,3640,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61807E+18,dallasmavs,Dallas Mavericks,22185437,44951.08174,Big Doe goin’ to work 😈 https://t.co/TJlJwOxBZZ,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618065460246749186/pu/img/0U-5YZkbGb-vH1ol.jpg,https://twitter.com/dallasmavs/statuses/1618065544175063041,https://twitter.com/dallasmavs/status/1618065544175063041/video/1,2192219,29457,,1110,,8934,160,143,5,12,1181,1021,0.0054,0,0.04009,TRUE,12,5,160,1,1181,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Retweet,1.61806E+18,dallasmavs,Dallas Mavericks,22185437,44951.07778,"RT @FCDallas: Geovane has been in America for three days, and he already made sure to see Luka in person. https://t.co/xKLjlw1Twd",Photo,https://pbs.twimg.com/media/FnSDZNTXgAEWerT.jpg,https://twitter.com/dallasmavs/statuses/1618064107412029440,https://twitter.com/FCDallas/status/1618062641918021634/photo/1,2192216,,,0,,,0,0,0,0,0,0,,0,,TRUE,0,0,0,,0,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61806E+18,dallasmavs,Dallas Mavericks,22185437,44951.07725,Easy ✌️ for 77 https://t.co/8JmWlewLXj,Video,https://pbs.twimg.com/ext_tw_video_thumb/1618063853690003459/pu/img/2H1HbMsIhhuL_1gP.jpg,https://twitter.com/dallasmavs/statuses/1618063915816214529,https://twitter.com/dallasmavs/status/1618063915816214529/video/1,2192217,29987,,1467,,11626,225,206,3,16,1813,1588,0.0075,0,0.06046,TRUE,16,3,225,0,1813,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61805E+18,dallasmavs,Dallas Mavericks,22185437,44951.04626,"Your first five on the floor tonight ⤵️

@modelousa | #FightingSpirit https://t.co/8VpxDr6D88",Photo,https://pbs.twimg.com/media/FnR6V7xXwAMc4vF.jpg,https://twitter.com/dallasmavs/statuses/1618052687253372929,https://twitter.com/dallasmavs/status/1618052687253372929/photo/1,2192185,35682,,602,,,275,228,16,31,1091,816,0.0077,0,0.03058,TRUE,31,16,275,13,1091,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61805E+18,dallasmavs,Dallas Mavericks,22185437,44951.04214,"Family over everything 🤍

@luka7doncic // #MFFL https://t.co/jWzEZdYIDY",Video,https://pbs.twimg.com/ext_tw_video_thumb/1618051128150691841/pu/img/5daLBxMD0KODyC2_.jpg,https://twitter.com/dallasmavs/statuses/1618051196761276417,https://twitter.com/dallasmavs/status/1618051196761276417/video/1,2192185,166380,,10329,,76988,1948,1805,19,124,20545,18597,0.0117,0,0.12348,TRUE,124,19,1948,26,20545,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,eng,,,,,,,
Twitter,Twitter_Reply,1.61805E+18,dallasmavs,Dallas Mavericks,22185437,44951.02892,https://t.co/wVkFfHLYbt,Photo,https://pbs.twimg.com/media/FnR0nymX0AAmcIU.jpg,https://twitter.com/dallasmavs/statuses/1618046404689264640,https://twitter.com/dallasmavs/status/1618046404689264640/photo/1,2192187,22106,,268,,,92,84,0,8,659,567,0.0042,0,0.02981,TRUE,8,0,92,0,659,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Dallas Mavs,,,,,,,,,
Twitter,Twitter_Tweet,1.61805E+18,dallasmavs,Dallas Mavericks,22185437,44951.02887,"Don’t mind our drip 💧

@tissot | #MFFL https://t.co/eeEL3bwmdz",Photo,https://pbs.twimg.com/media/FnR0mjyWYAAsgZe.jpg,https://twitter.com/dallasmavs/statuses/1618046383931658242,https://twitter.com/dallasmavs/status/1618046383931658242/photo/1,2192187,80809,,1121,,,443,401,13,29,3885,3442,0.0055,0,0.04808,TRUE,29,13,443,14,3885,39871.85145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,"Dallas Mavs,Text Mention:Tissot,Tissot",,nld,,,,,,,
Twitter,Twitter_Tweet,1.61803E+18,MavsOffCourt,Mavs Off-Court,60173043,44950.97844,"Champ can be a hassle sometimes 🫠 Good luck tonight 🤞 

 @dallasmavs // #MFFL https://t.co/iPPwchhOPr",Video,https://pbs.twimg.com/ext_tw_video_thumb/1618027974820757505/pu/img/AhA0ioXOQ0h4ggl3.jpg,https://twitter.com/MavsOffCourt/statuses/1618028107587547136,https://twitter.com/MavsOffCourt/status/1618028107587547136/video/1,15370,3190,3190,56,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61802E+18,dallasmavsshop,Dallas Mavs Shop,2813757944,44950.9623,"Eyes on the prize. 🤩🏀 Tap to shop our Retroplex Collection, today! 

🛍: https://t.co/cQIt9b58fJ https://t.co/XJnTkOi0BA",Photo,https://pbs.twimg.com/media/FnRerDxXkAUO3p6.jpg,https://twitter.com/dallasmavsshop/statuses/1618022264657805312,"https://mavs.tbits.me/trk/nkhY,https://twitter.com/dallasmavsshop/status/1618022264657805312/photo/1",5800,1204,1204,8,,,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,,0,41898.92494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Shop,,eng,,,,,,,
Twitter,Twitter_Tweet,1.61799E+18,MavsOffCourt,Mavs Off-Court,60173043,44950.87568,"In honor of National Mentorship Month, we asked @T_HardJR and Davis Bertans who were their mentors. 

Make an impact in someone's life and become a mentor ⬇️

https://t.co/5BSSKSO7ZN https://t.co/pVeIXNKAWP",Video,,https://twitter.com/MavsOffCourt/statuses/1617990873920294913,"https://twitter.com/i/web/status/1617990873920294913,http://Mavs.com/mentor,https://twitter.com/MavsOffCourt/status/1617990873920294913/video/1",15369,3190,3190,56,,,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,,0,40019.96355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pending,Mavs Off Court,,eng,,,,,,,
